"id","start_date","loc","sub_loc_1","sub_loc_2","sub_loc_3","sub_loc_4","annualised_rental_price","contract_rental_price","rent_price_sqft_unit","rent_price_sqm_unit","unit_size","unit_size_sqm","unit_type","beds","views","maid","study","balcony","plot_size","plot_size_sqm","dev_ref","floor_level","streetname","end_date","evdnc_name","chiller_fee","furnished","utilities","no_cheques","comments","dev_name","rent_sequence"
"25281520","2026-02-28 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","130000","130000","165","1777.9","787","73.12","Apartment","1","","","","Y","0","0","","3","","2027-02-27 00:00:00","Rental Contracts","","","","","","Meraas","New"
"25284536","2026-02-27 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 2","","130000","130000","162","1749.19","800","74.34","Apartment","1","","","","Y","0","0","","2","","2027-02-26 00:00:00","Rental Contracts","","","","","","Meraas","New"
"25291150","2026-02-24 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","125000","125000","156","1683.73","799","74.24","Apartment","1","","","","Y","0","0","","1","","2027-02-23 00:00:00","Rental Contracts","","","","","","Meraas","New"
"25274575","2026-02-23 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","135000","135000","166","1783.59","814","75.69","Apartment","1","","","","Y","0","0","","3","","2027-02-22 00:00:00","Rental Contracts","","","","","","Meraas","New"
"25275960","2026-02-20 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","130000","130000","165","1774.26","788","73.27","Apartment","1","","","","Y","0","0","","3","","2027-02-19 00:00:00","Rental Contracts","","","","","","Meraas","New"
"25251600","2026-02-16 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 2","","335000","670000","198","2132.2","1693","157.33","Apartment","2","","","","Y","0","0","","1","","2028-02-15 00:00:00","Rental Contracts","","","","","","Meraas","New"
"25255508","2026-02-16 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 2","","151676","155000","193","2075.94","788","73.26","Apartment","1","","","","Y","0","0","","4","","2027-02-23 00:00:00","Rental Contracts","","","","","","Meraas","New"
"25195189","2026-02-04 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 2","","450000","450000","213","2287.98","2117","197","Apartment","3","","","","","0","0","","","","2026-02-04 00:00:00","Active Listings","","Yes","","","Brand New plus Maid&#039;s Room | Amazing Sea View","Meraas","NULL"
"25195202","2026-02-04 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 2","","135000","135000","169","1814.03","801","74","Apartment","1","","","","","0","0","","","","2026-02-04 00:00:00","Active Listings","","No","","","Beachfront Living | Exclusive | Modern Layout","Meraas","NULL"
"24659910","2026-02-04 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","135000","135000","172","1846.28","787","73.12","Apartment","1","","","","Y","0","0","","2","","2026-02-04 00:00:00","Active Listings","","No","","","Premium Apartment | Unfurnished | Stunning Pool View","Meraas","NULL"
"25183515","2026-02-03 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","140000","140000","172","1849.65","815","75.69","Apartment","1","","","","Y","0","0","","1","","2026-02-03 00:00:00","Active Listings","","No","","","1 BR | Direct Marina & Pool Access | Large Terrace","Meraas","NULL"
"25183013","2026-02-03 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","165000","165000","202","2179.94","815","75.69","Apartment","1","","","","Y","0","0","","4","","2026-02-03 00:00:00","Active Listings","","No","","","1 Bedroom | Full Sea & Pool View | High Floor","Meraas","NULL"
"25169282","2026-01-31 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","320000","320000","157","1692.58","2035","189","Apartment","2","","","","","0","0","","","","2026-01-31 00:00:00","Active Listings","","No","","","Skyline View | High Floor | Largest 2 Bedroom","Meraas","NULL"
"25162266","2026-01-30 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 2","","240000","240000","186","2003","1290","119.82","Apartment","2","","","","Y","0","0","","1","","2026-01-30 00:00:00","Active Listings","","No","","","2BR | Burj & Marina View Direct Amenities access","Meraas","NULL"
"25153705","2026-01-29 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 2","","140000","140000","178","1917.81","787","73","Apartment","1","","","","","0","0","","","","2026-01-29 00:00:00","Active Listings","","No","","","Waterfront | Vacant and Ready | Prime Location","Meraas","NULL"
"25147435","2026-01-28 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 2","","320000","320000","189","2033.94","1693","157.33","Apartment","2","","","","Y","0","0","","1","","2026-01-28 00:00:00","Active Listings","","No","","","Large 2BRwith maid | Sunset & Pool and Marina View","Meraas","NULL"
"25147362","2026-01-28 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","135000","135000","142","1524.73","953","88.52","Apartment","1","","","","Y","0","0","","1","","2026-01-28 00:00:00","Active Listings","","No","","","Huge Terrace | Burj Khalifa View | Brand New","Meraas","NULL"
"25147372","2026-01-28 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","120000","120000","150","1616.38","799","74.24","Apartment","1","","","","Y","0","0","","1","","2026-01-28 00:00:00","Active Listings","","No","","","1BR brand New |Community View| Partial Marina View","Meraas","NULL"
"25138973","2026-01-27 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 2","","155000","155000","196","2115.75","789","73.26","Apartment","1","","","","Y","0","0","","2","","2026-01-27 00:00:00","Active Listings","","No","","","Brand New | Sea and Burj Khalifa View | Low Floor","Meraas","NULL"
"25138976","2026-01-27 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 2","","250000","250000","194","2086.46","1290","119.82","Apartment","2","","","","Y","0","0","","2","","2026-01-27 00:00:00","Active Listings","","No","","","Corner Unit | Sea and Skyline View | Brand New","Meraas","NULL"
"25138980","2026-01-27 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 2","","445000","445000","211","2265.78","2114","196.43","Apartment","3","","","","Y","0","0","","2","","2026-01-27 00:00:00","Active Listings","","No","","","Vacant | Burj Khalifa and Sea View | Brand New","Meraas","NULL"
"25138512","2026-01-27 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 1","","460000","460000","222","2393.09","2069","192.21","Apartment","3","","","","Y","0","0","","3","","2026-01-27 00:00:00","Active Listings","","No","","","Stunning Sea View | Corner Unit | Brand New","Meraas","NULL"
"24877730","2026-01-27 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","145000","145000","181","1953.39","799","74.25","Apartment","1","","","","Y","0","0","","4","","2026-01-27 00:00:00","Active Listings","","No","","","COASTAL PROPERTY | STRONG RENTAL VALUE | MODERN","Meraas","NULL"
"25139145","2026-01-27 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 2","","440000","440000","218","2342.29","2022","187.88","Apartment","3","","","","Y","0","0","","2","","2026-01-27 00:00:00","Active Listings","","No","","","Luxury Living | Great Sea View | Corner Unit","Meraas","NULL"
"25075278","2026-01-17 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","320000","320000","157","1691.78","2036","189.15","Apartment","2","","","","Y","0","0","","5","","2026-01-17 00:00:00","Active Listings","","No","","","Skyline View | High Floor | Largest 2 Bedroom","Meraas","NULL"
"25075284","2026-01-17 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","130000","130000","160","1716.85","815","75.69","Apartment","1","","","","Y","0","0","","3","","2026-01-17 00:00:00","Active Listings","","No","","","Exclusive | Spacious Unit | Stunning Sea View","Meraas","NULL"
"25075292","2026-01-17 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","235000","235000","196","2111.41","1198","111.26","Apartment","2","","","","Y","0","0","","3","","2026-01-17 00:00:00","Active Listings","","No","","","Exclusive | Sea and Pool Facing | Breathtaking","Meraas","NULL"
"25075306","2026-01-17 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","135000","135000","171","1841.75","789","73.27","Apartment","1","","","","Y","0","0","","3","","2026-01-17 00:00:00","Active Listings","","No","","","Premium Apartment | Burj Khalifa Skyline View","Meraas","NULL"
"25075310","2026-01-17 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","245000","245000","196","2112.8","1248","115.96","Apartment","2","","","","Y","0","0","","3","","2026-01-17 00:00:00","Active Listings","","No","","","Modern Apartment | Burj Khalifa Skyline View","Meraas","NULL"
"25075316","2026-01-17 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","470000","470000","202","2170.3","2331","216.54","Apartment","3","","","","Y","0","0","","3","","2026-01-17 00:00:00","Active Listings","","No","","","Luxury Living | Burj Khalifa And Sea View | La Mer","Meraas","NULL"
"25074825","2026-01-17 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","141000","141000","180","1931.51","784","73","Apartment","1","","","","","0","0","","","","2026-01-17 00:00:00","Active Listings","","No","","","Luxury 1BR | Le Ciel 3 | Waterfront","Meraas","NULL"
"25075596","2026-01-17 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","140000","140000","175","1885.52","799","74.25","Apartment","1","","","","Y","0","0","","5","","2026-01-17 00:00:00","Active Listings","","No","","","1BR Apartment | Le Ciel 3 | Prime Location","Meraas","NULL"
"25075096","2026-01-17 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","145000","145000","184","1985.76","786","73.05","Apartment","1","","","","Y","0","0","","4","","2026-01-17 00:00:00","Active Listings","","Yes","","","2 Weeks Free | Brand New| Furnished |","Meraas","NULL"
"25074660","2026-01-17 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","240000","240000","189","2029.6","1273","118.25","Apartment","2","","","","Y","0","0","","3","","2026-01-17 00:00:00","Active Listings","","No","","","Sophisticated Living | Open Skyline Views","Meraas","NULL"
"25068773","2026-01-16 00:00:00","La Mer","Port de La Mer","Le Soleil (Le Ciel)","Le Soleil 3","","130000","130000","165","1777.9","787","73.12","Apartment","1","","","","Y","0","0","","3","","2026-01-16 00:00:00","Active Listings","","No","","","Bright Apartment | Relaxing Sea and Pool View","Meraas","NULL"
